"subject" "activity" "measurement" "averagemean" "averagestd"
8 "walking_downstairs" "tBodyGyroJerkMag" -0.13 -0.16
8 "walking_downstairs" "tBodyGyroJerkX" -0.03 -0.27
8 "walking_downstairs" "tBodyGyroJerkY" -0.05 -0.07
8 "walking_downstairs" "tBodyGyroJerkZ" -0.09 -0.19
8 "walking_downstairs" "tBodyGyroMag" 0.1 -0.05
8 "walking_downstairs" "tBodyGyroX" -0.12 -0.26
8 "walking_downstairs" "tBodyGyroY" -0.05 0.02
8 "walking_downstairs" "tBodyGyroZ" 0.11 -0.13
8 "walking_downstairs" "tGravityAccMag" 0.18 0.13
8 "walking_downstairs" "tGravityAccX" 0.91 -0.95
8 "walking_downstairs" "tGravityAccY" -0.19 -0.94
8 "walking_downstairs" "tGravityAccZ" -0.14 -0.9
8 "sitting" "fBodyAccJerkX" -0.98 -0.99
8 "sitting" "fBodyAccJerkY" -0.98 -0.98
8 "sitting" "fBodyAccJerkZ" -0.98 -0.99
8 "sitting" "fBodyAccMag" -0.95 -0.93
8 "sitting" "fBodyAccX" -0.98 -0.98
8 "sitting" "fBodyAccY" -0.94 -0.92
8 "sitting" "fBodyAccZ" -0.96 -0.93
8 "sitting" "fBodyBodyAccJerkMag" -0.98 -0.98
8 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
8 "sitting" "fBodyBodyGyroMag" -0.97 -0.95
8 "sitting" "fBodyGyroX" -0.98 -0.99
8 "sitting" "fBodyGyroY" -0.98 -0.97
8 "sitting" "fBodyGyroZ" -0.96 -0.96
8 "sitting" "tBodyAccJerkMag" -0.99 -0.98
8 "sitting" "tBodyAccJerkX" 0.08 -0.99
8 "sitting" "tBodyAccJerkY" -0.01 -0.98
8 "sitting" "tBodyAccJerkZ" -0.01 -0.99
8 "sitting" "tBodyAccMag" -0.95 -0.93
8 "sitting" "tBodyAccX" 0.27 -0.98
8 "sitting" "tBodyAccY" -0.01 -0.93
8 "sitting" "tBodyAccZ" -0.1 -0.94
8 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
8 "sitting" "tBodyGyroJerkX" -0.09 -0.99
8 "sitting" "tBodyGyroJerkY" -0.04 -0.99
8 "sitting" "tBodyGyroJerkZ" -0.04 -0.99
8 "sitting" "tBodyGyroMag" -0.93 -0.95
8 "sitting" "tBodyGyroX" -0.05 -0.98
8 "sitting" "tBodyGyroY" -0.1 -0.97
8 "sitting" "tBodyGyroZ" 0.07 -0.96
8 "sitting" "tGravityAccMag" -0.95 -0.93
8 "sitting" "tGravityAccX" 0.83 -0.97
8 "sitting" "tGravityAccY" 0.24 -0.94
8 "sitting" "tGravityAccZ" 0.26 -0.94
8 "standing" "fBodyAccJerkX" -0.99 -0.99
8 "standing" "fBodyAccJerkY" -0.98 -0.98
8 "standing" "fBodyAccJerkZ" -0.98 -0.98
8 "standing" "fBodyAccMag" -0.95 -0.94
8 "standing" "fBodyAccX" -0.99 -0.99
8 "standing" "fBodyAccY" -0.95 -0.94
8 "standing" "fBodyAccZ" -0.95 -0.92
8 "standing" "fBodyBodyAccJerkMag" -0.98 -0.98
8 "standing" "fBodyBodyGyroJerkMag" -0.98 -0.98
8 "standing" "fBodyBodyGyroMag" -0.96 -0.95
8 "standing" "fBodyGyroX" -0.97 -0.97
8 "standing" "fBodyGyroY" -0.97 -0.97
8 "standing" "fBodyGyroZ" -0.98 -0.98
8 "standing" "tBodyAccJerkMag" -0.98 -0.98
8 "standing" "tBodyAccJerkX" 0.08 -0.99
8 "standing" "tBodyAccJerkY" 0.01 -0.98
8 "standing" "tBodyAccJerkZ" 0 -0.98
8 "standing" "tBodyAccMag" -0.95 -0.94
8 "standing" "tBodyAccX" 0.28 -0.99
8 "standing" "tBodyAccY" -0.01 -0.94
8 "standing" "tBodyAccZ" -0.11 -0.93
8 "standing" "tBodyGyroJerkMag" -0.99 -0.98
8 "standing" "tBodyGyroJerkX" -0.1 -0.98
8 "standing" "tBodyGyroJerkY" -0.05 -0.99
8 "standing" "tBodyGyroJerkZ" -0.05 -0.99
8 "standing" "tBodyGyroMag" -0.95 -0.95
8 "standing" "tBodyGyroX" -0.02 -0.97
8 "standing" "tBodyGyroY" -0.03 -0.97
8 "standing" "tBodyGyroZ" 0.06 -0.97
8 "standing" "tGravityAccMag" -0.95 -0.94
8 "standing" "tGravityAccX" 0.96 -0.99
8 "standing" "tGravityAccY" -0.09 -0.96
8 "standing" "tGravityAccZ" -0.1 -0.92
8 "laying" "fBodyAccJerkX" -0.97 -0.98
8 "laying" "fBodyAccJerkY" -0.98 -0.98
8 "laying" "fBodyAccJerkZ" -0.96 -0.97
8 "laying" "fBodyAccMag" -0.93 -0.92
8 "laying" "fBodyAccX" -0.95 -0.94
8 "laying" "fBodyAccY" -0.95 -0.93
8 "laying" "fBodyAccZ" -0.94 -0.93
8 "laying" "fBodyBodyAccJerkMag" -0.96 -0.96
8 "laying" "fBodyBodyGyroJerkMag" -0.97 -0.97
8 "laying" "fBodyBodyGyroMag" -0.94 -0.94
8 "laying" "fBodyGyroX" -0.96 -0.97
8 "laying" "fBodyGyroY" -0.96 -0.95
8 "laying" "fBodyGyroZ" -0.97 -0.97
8 "laying" "tBodyAccJerkMag" -0.97 -0.96
8 "laying" "tBodyAccJerkX" 0.09 -0.97
8 "laying" "tBodyAccJerkY" 0.02 -0.98
8 "laying" "tBodyAccJerkZ" -0.02 -0.97
8 "laying" "tBodyAccMag" -0.94 -0.91
8 "laying" "tBodyAccX" 0.26 -0.94
8 "laying" "tBodyAccY" -0.02 -0.93
8 "laying" "tBodyAccZ" -0.1 -0.93
8 "laying" "tBodyGyroJerkMag" -0.98 -0.97
8 "laying" "tBodyGyroJerkX" -0.11 -0.97
8 "laying" "tBodyGyroJerkY" -0.04 -0.97
8 "laying" "tBodyGyroJerkZ" -0.07 -0.99
8 "laying" "tBodyGyroMag" -0.92 -0.93
8 "laying" "tBodyGyroX" 0.01 -0.97
8 "laying" "tBodyGyroY" -0.09 -0.95
8 "laying" "tBodyGyroZ" 0.14 -0.97
8 "laying" "tGravityAccMag" -0.94 -0.91
8 "laying" "tGravityAccX" -0.41 -0.92
8 "laying" "tGravityAccY" 0.59 -0.96
8 "laying" "tGravityAccZ" 0.72 -0.94
9 "walking" "fBodyAccJerkX" -0.31 -0.17
9 "walking" "fBodyAccJerkY" -0.37 -0.23
9 "walking" "fBodyAccJerkZ" -0.4 -0.42
9 "walking" "fBodyAccMag" -0.32 -0.51
9 "walking" "fBodyAccX" -0.29 -0.22
9 "walking" "fBodyAccY" -0.26 -0.22
9 "walking" "fBodyAccZ" -0.25 -0.03
9 "walking" "fBodyBodyAccJerkMag" -0.32 -0.32
9 "walking" "fBodyBodyGyroJerkMag" -0.6 -0.62
9 "walking" "fBodyBodyGyroMag" -0.51 -0.56
9 "walking" "fBodyGyroX" -0.38 -0.51
9 "walking" "fBodyGyroY" -0.44 -0.49
9 "walking" "fBodyGyroZ" -0.24 -0.34
9 "walking" "tBodyAccJerkMag" -0.2 -0.32
9 "walking" "tBodyAccJerkX" 0.07 -0.21
9 "walking" "tBodyAccJerkY" 0.02 -0.28
9 "walking" "tBodyAccJerkZ" 0 -0.41
9 "walking" "tBodyAccMag" -0.1 -0.38
9 "walking" "tBodyAccX" 0.28 -0.24
9 "walking" "tBodyAccY" -0.02 -0.2
9 "walking" "tBodyAccZ" -0.11 -0.06
9 "walking" "tBodyGyroJerkMag" -0.51 -0.6
9 "walking" "tBodyGyroJerkX" -0.08 -0.53
9 "walking" "tBodyGyroJerkY" -0.04 -0.55
9 "walking" "tBodyGyroJerkZ" -0.06 -0.46
9 "walking" "tBodyGyroMag" -0.29 -0.49
9 "walking" "tBodyGyroX" -0.08 -0.48
9 "walking" "tBodyGyroY" -0.06 -0.47
9 "walking" "tBodyGyroZ" 0.11 -0.27
9 "walking" "tGravityAccMag" -0.1 -0.38
9 "walking" "tGravityAccX" 0.95 -0.98
9 "walking" "tGravityAccY" -0.03 -0.97
9 "walking" "tGravityAccZ" -0.12 -0.96
9 "walking_upstairs" "fBodyAccJerkX" -0.4 -0.33
9 "walking_upstairs" "fBodyAccJerkY" -0.61 -0.59
9 "walking_upstairs" "fBodyAccJerkZ" -0.62 -0.68
9 "walking_upstairs" "fBodyAccMag" -0.37 -0.51
9 "walking_upstairs" "fBodyAccX" -0.34 -0.37
9 "walking_upstairs" "fBodyAccY" -0.41 -0.3
9 "walking_upstairs" "fBodyAccZ" -0.38 -0.24
9 "walking_upstairs" "fBodyBodyAccJerkMag" -0.42 -0.48
9 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.73 -0.79
9 "walking_upstairs" "fBodyBodyGyroMag" -0.53 -0.46
9 "walking_upstairs" "fBodyGyroX" -0.31 -0.36
9 "walking_upstairs" "fBodyGyroY" -0.5 -0.35
9 "walking_upstairs" "fBodyGyroZ" -0.33 -0.17
9 "walking_upstairs" "tBodyAccJerkMag" -0.44 -0.45
9 "walking_upstairs" "tBodyAccJerkX" 0.07 -0.34
9 "walking_upstairs" "tBodyAccJerkY" 0 -0.59
9 "walking_upstairs" "tBodyAccJerkZ" 0.01 -0.65
9 "walking_upstairs" "tBodyAccMag" -0.26 -0.4
9 "walking_upstairs" "tBodyAccX" 0.26 -0.36
9 "walking_upstairs" "tBodyAccY" -0.02 -0.3
9 "walking_upstairs" "tBodyAccZ" -0.13 -0.25
9 "walking_upstairs" "tBodyGyroJerkMag" -0.67 -0.75
9 "walking_upstairs" "tBodyGyroJerkX" -0.07 -0.66
9 "walking_upstairs" "tBodyGyroJerkY" -0.03 -0.71
9 "walking_upstairs" "tBodyGyroJerkZ" -0.02 -0.66
9 "walking_upstairs" "tBodyGyroMag" -0.08 -0.43
9 "walking_upstairs" "tBodyGyroX" -0.16 -0.34
9 "walking_upstairs" "tBodyGyroY" -0.04 -0.4
9 "walking_upstairs" "tBodyGyroZ" 0.15 -0.14
9 "walking_upstairs" "tGravityAccMag" -0.26 -0.4
9 "walking_upstairs" "tGravityAccX" 0.9 -0.95
9 "walking_upstairs" "tGravityAccY" -0.04 -0.9
9 "walking_upstairs" "tGravityAccZ" -0.27 -0.89
9 "walking_downstairs" "fBodyAccJerkX" -0.06 0.01
9 "walking_downstairs" "fBodyAccJerkY" -0.31 -0.36
9 "walking_downstairs" "fBodyAccJerkZ" -0.29 -0.43
9 "walking_downstairs" "fBodyAccMag" 0.22 0.09
9 "walking_downstairs" "fBodyAccX" 0.1 0.25
9 "walking_downstairs" "fBodyAccY" -0.18 -0.27
9 "walking_downstairs" "fBodyAccZ" -0.1 -0.03
9 "walking_downstairs" "fBodyBodyAccJerkMag" 0.01 0.07
9 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.46 -0.49
9 "walking_downstairs" "fBodyBodyGyroMag" -0.35 -0.42
9 "walking_downstairs" "fBodyGyroX" -0.33 -0.42
9 "walking_downstairs" "fBodyGyroY" -0.31 -0.36
9 "walking_downstairs" "fBodyGyroZ" -0.25 -0.36
9 "walking_downstairs" "tBodyAccJerkMag" -0.16 0.04
9 "walking_downstairs" "tBodyAccJerkX" 0.13 0.02
9 "walking_downstairs" "tBodyAccJerkY" -0.02 -0.31
9 "walking_downstairs" "tBodyAccJerkZ" 0 -0.36
9 "walking_downstairs" "tBodyAccMag" 0.15 0.27
9 "walking_downstairs" "tBodyAccX" 0.3 0.21
9 "walking_downstairs" "tBodyAccY" -0.02 -0.21
9 "walking_downstairs" "tBodyAccZ" -0.09 -0.01
9 "walking_downstairs" "tBodyGyroJerkMag" -0.47 -0.46
9 "walking_downstairs" "tBodyGyroJerkX" -0.09 -0.51
9 "walking_downstairs" "tBodyGyroJerkY" -0.06 -0.45
9 "walking_downstairs" "tBodyGyroJerkZ" -0.07 -0.42
9 "walking_downstairs" "tBodyGyroMag" -0.17 -0.32
9 "walking_downstairs" "tBodyGyroX" -0.09 -0.4
9 "walking_downstairs" "tBodyGyroY" -0.07 -0.34
9 "walking_downstairs" "tBodyGyroZ" 0.12 -0.28
9 "walking_downstairs" "tGravityAccMag" 0.15 0.27
9 "walking_downstairs" "tGravityAccX" 0.94 -0.95
9 "walking_downstairs" "tGravityAccY" -0.04 -0.94
9 "walking_downstairs" "tGravityAccZ" -0.08 -0.88
9 "sitting" "fBodyAccJerkX" -0.97 -0.97
9 "sitting" "fBodyAccJerkY" -0.96 -0.96
9 "sitting" "fBodyAccJerkZ" -0.96 -0.96
9 "sitting" "fBodyAccMag" -0.9 -0.87
9 "sitting" "fBodyAccX" -0.96 -0.96
9 "sitting" "fBodyAccY" -0.91 -0.87
9 "sitting" "fBodyAccZ" -0.89 -0.82
9 "sitting" "fBodyBodyAccJerkMag" -0.95 -0.95
9 "sitting" "fBodyBodyGyroJerkMag" -0.97 -0.97
9 "sitting" "fBodyBodyGyroMag" -0.93 -0.91
9 "sitting" "fBodyGyroX" -0.95 -0.96
9 "sitting" "fBodyGyroY" -0.94 -0.91
9 "sitting" "fBodyGyroZ" -0.94 -0.93
9 "sitting" "tBodyAccJerkMag" -0.96 -0.95
9 "sitting" "tBodyAccJerkX" 0.08 -0.96
9 "sitting" "tBodyAccJerkY" 0.01 -0.96
9 "sitting" "tBodyAccJerkZ" -0.01 -0.96
9 "sitting" "tBodyAccMag" -0.89 -0.86
9 "sitting" "tBodyAccX" 0.25 -0.96
9 "sitting" "tBodyAccY" -0.03 -0.88
9 "sitting" "tBodyAccZ" -0.08 -0.83
9 "sitting" "tBodyGyroJerkMag" -0.97 -0.97
9 "sitting" "tBodyGyroJerkX" -0.09 -0.96
9 "sitting" "tBodyGyroJerkY" -0.05 -0.97
9 "sitting" "tBodyGyroJerkZ" -0.05 -0.97
9 "sitting" "tBodyGyroMag" -0.9 -0.91
9 "sitting" "tBodyGyroX" -0.04 -0.96
9 "sitting" "tBodyGyroY" -0.04 -0.92
9 "sitting" "tBodyGyroZ" 0.08 -0.93
9 "sitting" "tGravityAccMag" -0.89 -0.86
9 "sitting" "tGravityAccX" 0.92 -0.96
9 "sitting" "tGravityAccY" -0.04 -0.95
9 "sitting" "tGravityAccZ" 0.09 -0.89
9 "standing" "fBodyAccJerkX" -0.97 -0.97
9 "standing" "fBodyAccJerkY" -0.96 -0.97
9 "standing" "fBodyAccJerkZ" -0.97 -0.97
9 "standing" "fBodyAccMag" -0.95 -0.94
9 "standing" "fBodyAccX" -0.97 -0.98
9 "standing" "fBodyAccY" -0.94 -0.94
9 "standing" "fBodyAccZ" -0.94 -0.91
9 "standing" "fBodyBodyAccJerkMag" -0.96 -0.96
9 "standing" "fBodyBodyGyroJerkMag" -0.97 -0.96
9 "standing" "fBodyBodyGyroMag" -0.93 -0.91
9 "standing" "fBodyGyroX" -0.92 -0.92
9 "standing" "fBodyGyroY" -0.95 -0.94
9 "standing" "fBodyGyroZ" -0.94 -0.94
9 "standing" "tBodyAccJerkMag" -0.97 -0.96
9 "standing" "tBodyAccJerkX" 0.08 -0.97
9 "standing" "tBodyAccJerkY" 0.01 -0.96
9 "standing" "tBodyAccJerkZ" 0 -0.97
9 "standing" "tBodyAccMag" -0.95 -0.94
9 "standing" "tBodyAccX" 0.28 -0.98
9 "standing" "tBodyAccY" -0.02 -0.94
9 "standing" "tBodyAccZ" -0.1 -0.92
9 "standing" "tBodyGyroJerkMag" -0.97 -0.97
9 "standing" "tBodyGyroJerkX" -0.1 -0.95
9 "standing" "tBodyGyroJerkY" -0.04 -0.98
9 "standing" "tBodyGyroJerkZ" -0.06 -0.97
9 "standing" "tBodyGyroMag" -0.92 -0.91
9 "standing" "tBodyGyroX" -0.03 -0.92
9 "standing" "tBodyGyroY" -0.06 -0.95
9 "standing" "tBodyGyroZ" 0.1 -0.94
9 "standing" "tGravityAccMag" -0.95 -0.94
9 "standing" "tGravityAccX" 0.96 -0.99
9 "standing" "tGravityAccY" -0.01 -0.97
9 "standing" "tGravityAccZ" 0.01 -0.93
9 "laying" "fBodyAccJerkX" -0.96 -0.97
9 "laying" "fBodyAccJerkY" -0.96 -0.97
9 "laying" "fBodyAccJerkZ" -0.96 -0.96
9 "laying" "fBodyAccMag" -0.93 -0.92
9 "laying" "fBodyAccX" -0.95 -0.94
9 "laying" "fBodyAccY" -0.93 -0.91
9 "laying" "fBodyAccZ" -0.95 -0.94
9 "laying" "fBodyBodyAccJerkMag" -0.95 -0.96
9 "laying" "fBodyBodyGyroJerkMag" -0.96 -0.95
9 "laying" "fBodyBodyGyroMag" -0.92 -0.9
9 "laying" "fBodyGyroX" -0.93 -0.95
9 "laying" "fBodyGyroY" -0.93 -0.92
9 "laying" "fBodyGyroZ" -0.96 -0.97
9 "laying" "tBodyAccJerkMag" -0.96 -0.96
9 "laying" "tBodyAccJerkX" 0.09 -0.96
9 "laying" "tBodyAccJerkY" 0.01 -0.96
9 "laying" "tBodyAccJerkZ" -0.01 -0.96
9 "laying" "tBodyAccMag" -0.93 -0.92
9 "laying" "tBodyAccX" 0.26 -0.94
9 "laying" "tBodyAccY" -0.02 -0.92
9 "laying" "tBodyAccZ" -0.11 -0.94
9 "laying" "tBodyGyroJerkMag" -0.96 -0.95
9 "laying" "tBodyGyroJerkX" -0.1 -0.95
9 "laying" "tBodyGyroJerkY" -0.03 -0.96
9 "laying" "tBodyGyroJerkZ" -0.06 -0.98
9 "laying" "tBodyGyroMag" -0.91 -0.9
9 "laying" "tBodyGyroX" -0.01 -0.94
9 "laying" "tBodyGyroY" -0.16 -0.93
9 "laying" "tBodyGyroZ" 0.1 -0.96
9 "laying" "tGravityAccMag" -0.93 -0.92
9 "laying" "tGravityAccX" -0.58 -0.92
9 "laying" "tGravityAccY" -0.12 -0.97
9 "laying" "tGravityAccZ" 0.96 -0.97
10 "walking" "fBodyAccJerkX" -0.11 -0.08
10 "walking" "fBodyAccJerkY" 0.03 0.05
10 "walking" "fBodyAccJerkZ" -0.46 -0.56
10 "walking" "fBodyAccMag" -0.09 -0.37
10 "walking" "fBodyAccX" -0.11 -0.21
10 "walking" "fBodyAccY" 0.05 -0.13
10 "walking" "fBodyAccZ" -0.41 -0.44
10 "walking" "fBodyBodyAccJerkMag" 0.02 0.05
10 "walking" "fBodyBodyGyroJerkMag" -0.52 -0.52
10 "walking" "fBodyBodyGyroMag" -0.41 -0.5
10 "walking" "fBodyGyroX" -0.28 -0.46
10 "walking" "fBodyGyroY" -0.35 -0.2
10 "walking" "fBodyGyroZ" -0.11 -0.27
10 "walking" "tBodyAccJerkMag" -0.13 0.04
10 "walking" "tBodyAccJerkX" 0.09 -0.05
10 "walking" "tBodyAccJerkY" 0 0.08
10 "walking" "tBodyAccJerkZ" -0.02 -0.51
10 "walking" "tBodyAccMag" -0.13 -0.19
10 "walking" "tBodyAccX" 0.28 -0.18
10 "walking" "tBodyAccY" -0.02 -0.02
10 "walking" "tBodyAccZ" -0.11 -0.4
10 "walking" "tBodyGyroJerkMag" -0.44 -0.5
10 "walking" "tBodyGyroJerkX" -0.12 -0.37
10 "walking" "tBodyGyroJerkY" -0.05 -0.51
10 "walking" "tBodyGyroJerkZ" -0.06 -0.33
10 "walking" "tBodyGyroMag" -0.16 -0.4
10 "walking" "tBodyGyroX" 0.01 -0.41
10 "walking" "tBodyGyroY" -0.08 -0.25
10 "walking" "tBodyGyroZ" 0.1 -0.17
10 "walking" "tGravityAccMag" -0.13 -0.19
10 "walking" "tGravityAccX" 0.96 -0.97
10 "walking" "tGravityAccY" -0.08 -0.97
10 "walking" "tGravityAccZ" 0.05 -0.96
10 "walking_upstairs" "fBodyAccJerkX" -0.2 -0.25
10 "walking_upstairs" "fBodyAccJerkY" -0.21 -0.2
10 "walking_upstairs" "fBodyAccJerkZ" -0.55 -0.66
10 "walking_upstairs" "fBodyAccMag" -0.17 -0.36
10 "walking_upstairs" "fBodyAccX" -0.14 -0.17
10 "walking_upstairs" "fBodyAccY" -0.04 -0.05
10 "walking_upstairs" "fBodyAccZ" -0.3 -0.03
10 "walking_upstairs" "fBodyBodyAccJerkMag" -0.15 -0.33
10 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.6 -0.67
10 "walking_upstairs" "fBodyBodyGyroMag" -0.27 -0.17
10 "walking_upstairs" "fBodyGyroX" -0.22 -0.34
10 "walking_upstairs" "fBodyGyroY" -0.24 0.17
10 "walking_upstairs" "fBodyGyroZ" -0.26 -0.4
10 "walking_upstairs" "tBodyAccJerkMag" -0.26 -0.23
10 "walking_upstairs" "tBodyAccJerkX" 0.06 -0.19
10 "walking_upstairs" "tBodyAccJerkY" 0.03 -0.18
10 "walking_upstairs" "tBodyAccJerkZ" -0.05 -0.61
10 "walking_upstairs" "tBodyAccMag" -0.03 -0.21
10 "walking_upstairs" "tBodyAccX" 0.27 -0.16
10 "walking_upstairs" "tBodyAccY" -0.01 -0.01
10 "walking_upstairs" "tBodyAccZ" -0.12 -0.07
10 "walking_upstairs" "tBodyGyroJerkMag" -0.52 -0.62
10 "walking_upstairs" "tBodyGyroJerkX" -0.16 -0.43
10 "walking_upstairs" "tBodyGyroJerkY" -0.04 -0.6
10 "walking_upstairs" "tBodyGyroJerkZ" -0.04 -0.48
10 "walking_upstairs" "tBodyGyroMag" 0.04 -0.11
10 "walking_upstairs" "tBodyGyroX" 0.07 -0.31
10 "walking_upstairs" "tBodyGyroY" -0.1 0.04
10 "walking_upstairs" "tBodyGyroZ" 0.09 -0.32
10 "walking_upstairs" "tGravityAccMag" -0.03 -0.21
10 "walking_upstairs" "tGravityAccX" 0.93 -0.96
10 "walking_upstairs" "tGravityAccY" -0.06 -0.94
10 "walking_upstairs" "tGravityAccZ" 0.02 -0.86
10 "walking_downstairs" "fBodyAccJerkX" 0.18 0.16
10 "walking_downstairs" "fBodyAccJerkY" -0.12 -0.15
10 "walking_downstairs" "fBodyAccJerkZ" -0.24 -0.4
10 "walking_downstairs" "fBodyAccMag" 0.22 -0.06
10 "walking_downstairs" "fBodyAccX" 0.22 0.32
10 "walking_downstairs" "fBodyAccY" 0.01 -0.06
10 "walking_downstairs" "fBodyAccZ" -0.16 -0.27
10 "walking_downstairs" "fBodyBodyAccJerkMag" 0.16 0.04
10 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.48 -0.54
10 "walking_downstairs" "fBodyBodyGyroMag" -0.31 -0.39
10 "walking_downstairs" "fBodyGyroX" -0.21 -0.34
10 "walking_downstairs" "fBodyGyroY" -0.27 -0.34
10 "walking_downstairs" "fBodyGyroZ" 0.04 -0.15
10 "walking_downstairs" "tBodyAccJerkMag" 0.05 0.11
10 "walking_downstairs" "tBodyAccJerkX" 0.1 0.22
10 "walking_downstairs" "tBodyAccJerkY" 0.01 -0.11
10 "walking_downstairs" "tBodyAccJerkZ" 0 -0.32
10 "walking_downstairs" "tBodyAccMag" 0.25 0.16
10 "walking_downstairs" "tBodyAccX" 0.29 0.3
10 "walking_downstairs" "tBodyAccY" -0.02 0
10 "walking_downstairs" "tBodyAccZ" -0.11 -0.18
10 "walking_downstairs" "tBodyGyroJerkMag" -0.4 -0.49
10 "walking_downstairs" "tBodyGyroJerkX" -0.06 -0.42
10 "walking_downstairs" "tBodyGyroJerkY" -0.05 -0.47
10 "walking_downstairs" "tBodyGyroJerkZ" -0.07 -0.23
10 "walking_downstairs" "tBodyGyroMag" -0.02 -0.28
10 "walking_downstairs" "tBodyGyroX" -0.12 -0.3
10 "walking_downstairs" "tBodyGyroY" -0.11 -0.31
10 "walking_downstairs" "tBodyGyroZ" 0.07 -0.04
10 "walking_downstairs" "tGravityAccMag" 0.25 0.16
10 "walking_downstairs" "tGravityAccX" 0.94 -0.94
10 "walking_downstairs" "tGravityAccY" -0.06 -0.94
10 "walking_downstairs" "tGravityAccZ" 0.04 -0.9
10 "sitting" "fBodyAccJerkX" -0.99 -0.99
10 "sitting" "fBodyAccJerkY" -0.98 -0.98
10 "sitting" "fBodyAccJerkZ" -0.99 -0.99
10 "sitting" "fBodyAccMag" -0.96 -0.94
10 "sitting" "fBodyAccX" -0.98 -0.98
10 "sitting" "fBodyAccY" -0.94 -0.91
10 "sitting" "fBodyAccZ" -0.97 -0.97
10 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.98
10 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
10 "sitting" "fBodyBodyGyroMag" -0.97 -0.96
10 "sitting" "fBodyGyroX" -0.99 -0.99
10 "sitting" "fBodyGyroY" -0.99 -0.98
10 "sitting" "fBodyGyroZ" -0.97 -0.96
10 "sitting" "tBodyAccJerkMag" -0.99 -0.99
10 "sitting" "tBodyAccJerkX" 0.08 -0.99
10 "sitting" "tBodyAccJerkY" 0.01 -0.98
10 "sitting" "tBodyAccJerkZ" 0 -0.99
10 "sitting" "tBodyAccMag" -0.96 -0.94
10 "sitting" "tBodyAccX" 0.27 -0.98
10 "sitting" "tBodyAccY" -0.02 -0.92
10 "sitting" "tBodyAccZ" -0.1 -0.97
10 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
10 "sitting" "tBodyGyroJerkX" -0.09 -0.99
10 "sitting" "tBodyGyroJerkY" -0.04 -0.99
10 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
10 "sitting" "tBodyGyroMag" -0.94 -0.96
10 "sitting" "tBodyGyroX" -0.04 -0.99
10 "sitting" "tBodyGyroY" -0.07 -0.98
10 "sitting" "tBodyGyroZ" 0.07 -0.96
10 "sitting" "tGravityAccMag" -0.96 -0.94
10 "sitting" "tGravityAccX" 0.79 -0.97
10 "sitting" "tGravityAccY" -0.04 -0.94
10 "sitting" "tGravityAccZ" 0.2 -0.97
10 "standing" "fBodyAccJerkX" -0.96 -0.97
10 "standing" "fBodyAccJerkY" -0.94 -0.94
10 "standing" "fBodyAccJerkZ" -0.97 -0.98
10 "standing" "fBodyAccMag" -0.94 -0.95
10 "standing" "fBodyAccX" -0.97 -0.98
10 "standing" "fBodyAccY" -0.92 -0.92
10 "standing" "fBodyAccZ" -0.96 -0.94
10 "standing" "fBodyBodyAccJerkMag" -0.95 -0.95
10 "standing" "fBodyBodyGyroJerkMag" -0.97 -0.97
10 "standing" "fBodyBodyGyroMag" -0.94 -0.92
10 "standing" "fBodyGyroX" -0.92 -0.93
10 "standing" "fBodyGyroY" -0.96 -0.96
10 "standing" "fBodyGyroZ" -0.95 -0.96
10 "standing" "tBodyAccJerkMag" -0.97 -0.95
10 "standing" "tBodyAccJerkX" 0.08 -0.96
10 "standing" "tBodyAccJerkY" 0.01 -0.94
10 "standing" "tBodyAccJerkZ" 0 -0.98
10 "standing" "tBodyAccMag" -0.95 -0.94
10 "standing" "tBodyAccX" 0.28 -0.98
10 "standing" "tBodyAccY" -0.02 -0.92
10 "standing" "tBodyAccZ" -0.11 -0.94
10 "standing" "tBodyGyroJerkMag" -0.97 -0.96
10 "standing" "tBodyGyroJerkX" -0.1 -0.95
10 "standing" "tBodyGyroJerkY" -0.04 -0.98
10 "standing" "tBodyGyroJerkZ" -0.06 -0.97
10 "standing" "tBodyGyroMag" -0.93 -0.92
10 "standing" "tBodyGyroX" -0.03 -0.93
10 "standing" "tBodyGyroY" -0.09 -0.96
10 "standing" "tBodyGyroZ" 0.1 -0.95
10 "standing" "tGravityAccMag" -0.95 -0.94
10 "standing" "tGravityAccX" 0.95 -0.99
10 "standing" "tGravityAccY" -0.04 -0.98
10 "standing" "tGravityAccZ" 0.03 -0.96
10 "laying" "fBodyAccJerkX" -0.98 -0.98
10 "laying" "fBodyAccJerkY" -0.97 -0.97
10 "laying" "fBodyAccJerkZ" -0.97 -0.98
10 "laying" "fBodyAccMag" -0.95 -0.94
10 "laying" "fBodyAccX" -0.97 -0.97
10 "laying" "fBodyAccY" -0.95 -0.95
10 "laying" "fBodyAccZ" -0.96 -0.96
10 "laying" "fBodyBodyAccJerkMag" -0.97 -0.97
